contract_version,calendar_id,calendar_version,session_date,decision_cutoff_at,ticker,company_id,window_sessions,feature_schema_version,information_cutoff_at,generated_from_article_count,latest_information_available_at,event_provider,event_model_version,sentiment_provider,sentiment_model_version,lineage_row_id,synthetic_data,generated_by_version,news_count,unique_article_count,unique_source_count,has_news,missing_published_time_count,abstained_prediction_count,positive_count,neutral_count,negative_count,uncertain_count,positive_share,negative_share,uncertain_share,mean_sentiment_score,confidence_weighted_sentiment_score,sentiment_score_std,min_sentiment_score,max_sentiment_score,event_type_count,event_entropy,mean_novelty_score,max_novelty_score,source_diversity_ratio,hours_since_latest_news,decayed_news_count,decayed_sentiment_score,low_coverage,contains_missing_timestamp,contains_abstention,contains_multi_company_article,contains_backfilled_information,event_earnings_count,event_earnings_share,event_merger_acquisition_count,event_merger_acquisition_share,event_policy_regulation_count,event_policy_regulation_share,event_operations_product_count,event_operations_product_share,event_financing_capital_count,event_financing_capital_share,event_litigation_penalty_count,event_litigation_penalty_share,event_governance_personnel_count,event_governance_personnel_share,event_macro_market_count,event_macro_market_share,event_other_count,event_other_share
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ECO,cc2a8ca8-fb5c-5e45-b4ec-3b76efc8ed33,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,0ba0e899b9ba7aef38fc83bb2aa245f5,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ECO,cc2a8ca8-fb5c-5e45-b4ec-3b76efc8ed33,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,a9edd35c59d986a0ca88b80deea5c666,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,HLS,f51fcd26-e669-52ee-bcf9-1ea4e119b985,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,d3d80032176e19a622cd4018ec10354f,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,HLS,f51fcd26-e669-52ee-bcf9-1ea4e119b985,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,23a625c27a6e947f8a29d1384e721744,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,HLS,f51fcd26-e669-52ee-bcf9-1ea4e119b985,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,5539ece373756344aff80ec83f18626c,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,HLS,f51fcd26-e669-52ee-bcf9-1ea4e119b985,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,7766056fb710d3cb0657de9ac31727bd,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,LUM,21b519c1-7166-5f14-8e4e-1d2f445cf18a,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,80641397089ea181e12c8cb5bb244636,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,LUM,21b519c1-7166-5f14-8e4e-1d2f445cf18a,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,38fc6159fb0d7afa9ec4c27f523b68c7,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,LUM,21b519c1-7166-5f14-8e4e-1d2f445cf18a,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,0389949c364155110c72e39137507308,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,LUM,21b519c1-7166-5f14-8e4e-1d2f445cf18a,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,0ae822487e525cecc0720162a11f5d54,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,MTR,3e0633d6-dfe7-559b-b544-9136fb54ba72,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,9f7368aa1b277c52060ba4431274b62f,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,MTR,3e0633d6-dfe7-559b-b544-9136fb54ba72,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,ec373dba717aff5bd1f219aa99e281c5,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,MTR,3e0633d6-dfe7-559b-b544-9136fb54ba72,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,0a2b0f76db0ce5ab248ba5325b8f0a8f,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,MTR,3e0633d6-dfe7-559b-b544-9136fb54ba72,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,3c511ff2ae35dbabd9355c169990f39b,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,NVM,2eb86261-8fbc-5c3a-89cb-839e282cc979,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,d4386df8149851d9583a720752fa8eca,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,NVM,2eb86261-8fbc-5c3a-89cb-839e282cc979,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,9aa78c17949a82d4ad85d152cd81bdc5,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,NVM,2eb86261-8fbc-5c3a-89cb-839e282cc979,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,eab7f33831b65cbddd39531f316d8852,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,NVM,2eb86261-8fbc-5c3a-89cb-839e282cc979,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,77b6b36400a811543618d5b28619e46a,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ORC,72be6233-aaeb-5412-97a7-2dfa0352a3d1,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,860f080521eb9f6879a9b01661ff6b14,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ORC,72be6233-aaeb-5412-97a7-2dfa0352a3d1,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,166b159bb2f8f7e56836f5632332ea5f,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ORC,72be6233-aaeb-5412-97a7-2dfa0352a3d1,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,069f93cf53a21ebea59ff6e3a5cd283b,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,ORC,72be6233-aaeb-5412-97a7-2dfa0352a3d1,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,73f1808ba6c5a1ec0ea2eea00733b0c9,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,PRM,dd660a5e-ff91-5909-99f9-d633d8435085,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,68ce07554314bcd0700e0b8f691aa201,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,PRM,dd660a5e-ff91-5909-99f9-d633d8435085,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,e9fff66320093505c3f55b6c89eb02a9,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,PRM,dd660a5e-ff91-5909-99f9-d633d8435085,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,3f48abe94edefecee3ec6334b526321c,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,PRM,dd660a5e-ff91-5909-99f9-d633d8435085,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,623be9c93ba08f34a91b4ff15aabbe07,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,QNT,8e77e32a-194f-591f-bb77-c47a82f85dd1,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,e643ff2bcb1d4138e50cc0c4c778927f,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,QNT,8e77e32a-194f-591f-bb77-c47a82f85dd1,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,e2ed7b792ac1fccc7e79f6353575b709,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,QNT,8e77e32a-194f-591f-bb77-c47a82f85dd1,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,1c25db31d1f7241c9235409627bb9734,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,QNT,8e77e32a-194f-591f-bb77-c47a82f85dd1,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,0c55b909695d4622d5739db824d7d3e8,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,SKY,5a10eb3b-ede3-535f-ba67-42687fb14362,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,e0f04e291f9e7201f7a634d0ecfacca1,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,SKY,5a10eb3b-ede3-535f-ba67-42687fb14362,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,70b3db95012bfa4d30cbb9b5d222a11b,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,SKY,5a10eb3b-ede3-535f-ba67-42687fb14362,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,cd9d8ee210032af7797623f25e356d19,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,SKY,5a10eb3b-ede3-535f-ba67-42687fb14362,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,ce498cca72283564a25dfa436e3f18e8,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,VTL,23b5ec2e-ee29-54c2-9dd5-a61c56109d62,1,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,c74f82e2a90670e7fb303701024559c7,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,VTL,23b5ec2e-ee29-54c2-9dd5-a61c56109d62,3,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,9c01c5bd95105eb7302af6a759710eed,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,VTL,23b5ec2e-ee29-54c2-9dd5-a61c56109d62,5,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,03c943bb14eee91e0f3f934e9c7b9cd4,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-11,2026-05-11T09:15:00+08:00,VTL,23b5ec2e-ee29-54c2-9dd5-a61c56109d62,10,news-factor-v1,2026-05-11T09:15:00+08:00,0,,,,,,c72e1803d686d5cdfd6313d7289e68de,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,ALP,19bf6cb4-70d7-570c-bdf8-955fef8fccf6,1,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,66ad68a3496a34abb6fe157b1623bb2b,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,ALP,19bf6cb4-70d7-570c-bdf8-955fef8fccf6,3,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,5dc5190ab2c6046719eac9fafea2fc27,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,ALP,19bf6cb4-70d7-570c-bdf8-955fef8fccf6,5,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,33887d4eb9a76573828e068e0e9c5b16,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,ALP,19bf6cb4-70d7-570c-bdf8-955fef8fccf6,10,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,87525d607936831270014d1b8887c157,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,BRC,bf5a21dd-2604-58b9-9425-3ce009b267a4,1,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,4576791990deca76229c1cad15914634,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,BRC,bf5a21dd-2604-58b9-9425-3ce009b267a4,3,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,2c8fa278132ee93849493456ad61b9f2,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,BRC,bf5a21dd-2604-58b9-9425-3ce009b267a4,5,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,e20f5e2ff1a506390519fc9792fbfdcf,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
1.0.0,synthetic-ashare-demo-calendar,2026-demo-v1,2026-05-13,2026-05-13T09:15:00+08:00,BRC,bf5a21dd-2604-58b9-9425-3ce009b267a4,10,news-factor-v1,2026-05-13T09:15:00+08:00,0,,,,,,79df56e756d2686f8b42b96a5547e068,true,finnews-m3a,0,0,0,false,0,0,0,0,0,0,,,,,,,,,0,,,,,,0,,true,false,false,false,false,0,,0,,0,,0,,0,,0,,0,,0,,0,
